conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9278,skill/competence,cross-sector,Spacy 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9279,skill/competence,cross-sector,HuggingFace 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9280,skill/competence,cross-sector,OpenCV 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9281,skill/competence,cross-sector,Apache Spark 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9282,skill/competence,cross-sector,Hadoop 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9283,skill/competence,cross-sector,Kafka 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9284,skill/competence,cross-sector,Airflow 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9285,skill/competence,cross-sector,Tableau 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9286,skill/competence,cross-sector,Power BI 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9287,skill/competence,cross-sector,MySQL 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9288,skill/competence,cross-sector,PostgreSQL 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9289,skill/competence,cross-sector,SQLite 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9290,skill/competence,cross-sector,Oracle 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9291,skill/competence,cross-sector,SQL Server 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9292,skill/competence,cross-sector,MongoDB 9193,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9293,skill/competence,cross-sector,Python 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9294,skill/competence,cross-sector,Java 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9295,skill/competence,cross-sector,JavaScript 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9296,skill/competence,cross-sector,TypeScript 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9297,skill/competence,cross-sector,C 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9298,skill/competence,cross-sector,C++ 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9299,skill/competence,cross-sector,C# 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9300,skill/competence,cross-sector,Ruby 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9301,skill/competence,cross-sector,PHP 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9302,skill/competence,cross-sector,Swift 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9303,skill/competence,cross-sector,Kotlin 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9304,skill/competence,cross-sector,Go 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9305,skill/competence,cross-sector,Rust 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9306,skill/competence,cross-sector,Dart 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9307,skill/competence,cross-sector,Scala 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9308,skill/competence,cross-sector,R 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9309,skill/competence,cross-sector,MATLAB 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9310,skill/competence,cross-sector,Perl 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9311,skill/competence,cross-sector,Lua 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9312,skill/competence,cross-sector,Haskell 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9313,skill/competence,cross-sector,Julia 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9314,skill/competence,cross-sector,Objective-C 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9315,skill/competence,cross-sector,Assembly 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9316,skill/competence,cross-sector,SQL 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9317,skill/competence,cross-sector,NoSQL 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9318,skill/competence,cross-sector,Bash 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9319,skill/competence,cross-sector,Shell 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9320,skill/competence,cross-sector,PowerShell 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9321,skill/competence,cross-sector,React 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9322,skill/competence,cross-sector,Angular 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9323,skill/competence,cross-sector,Vue 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9324,skill/competence,cross-sector,Svelte 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9325,skill/competence,cross-sector,Next.js 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9326,skill/competence,cross-sector,Nuxt.js 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9327,skill/competence,cross-sector,Gatsby 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9328,skill/competence,cross-sector,Ember 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9329,skill/competence,cross-sector,Backbone 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9330,skill/competence,cross-sector,jQuery 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9331,skill/competence,cross-sector,Bootstrap 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9332,skill/competence,cross-sector,Tailwind CSS 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9333,skill/competence,cross-sector,Material-UI 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9334,skill/competence,cross-sector,Chakra UI 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9335,skill/competence,cross-sector,Sass 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9336,skill/competence,cross-sector,LESS 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9337,skill/competence,cross-sector,Node.js 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9338,skill/competence,cross-sector,Express 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9339,skill/competence,cross-sector,NestJS 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9340,skill/competence,cross-sector,Django 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9341,skill/competence,cross-sector,Flask 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9342,skill/competence,cross-sector,FastAPI 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9343,skill/competence,cross-sector,Spring Boot 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9344,skill/competence,cross-sector,Ruby on Rails 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9345,skill/competence,cross-sector,Laravel 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9346,skill/competence,cross-sector,Symfony 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9347,skill/competence,cross-sector,CodeIgniter 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9348,skill/competence,cross-sector,ASP.NET 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9349,skill/competence,cross-sector,Entity Framework 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9350,skill/competence,cross-sector,Flutter 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9351,skill/competence,cross-sector,React Native 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9352,skill/competence,cross-sector,Ionic 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9353,skill/competence,cross-sector,Xamarin 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9354,skill/competence,cross-sector,Cordova 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9355,skill/competence,cross-sector,Electron 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9356,skill/competence,cross-sector,Tauri 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9357,skill/competence,cross-sector,Machine Learning 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9358,skill/competence,cross-sector,Deep Learning 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9359,skill/competence,cross-sector,Artificial Intelligence 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9360,skill/competence,cross-sector,Data Science 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9361,skill/competence,cross-sector,Data Analytics 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9362,skill/competence,cross-sector,Data Engineering 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9363,skill/competence,cross-sector,Computer Vision 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9364,skill/competence,cross-sector,Natural Language Processing 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9365,skill/competence,cross-sector,NLP 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9366,skill/competence,cross-sector,Neural Networks 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9367,skill/competence,cross-sector,TensorFlow 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9368,skill/competence,cross-sector,PyTorch 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9369,skill/competence,cross-sector,Keras 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9370,skill/competence,cross-sector,Scikit-Learn 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9371,skill/competence,cross-sector,Pandas 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9372,skill/competence,cross-sector,NumPy 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9373,skill/competence,cross-sector,Matplotlib 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9374,skill/competence,cross-sector,Seaborn 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9375,skill/competence,cross-sector,Plotly 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9376,skill/competence,cross-sector,SciPy 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9377,skill/competence,cross-sector,NLTK 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9378,skill/competence,cross-sector,Spacy 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9379,skill/competence,cross-sector,HuggingFace 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9380,skill/competence,cross-sector,OpenCV 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9381,skill/competence,cross-sector,Apache Spark 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9382,skill/competence,cross-sector,Hadoop 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9383,skill/competence,cross-sector,Kafka 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9384,skill/competence,cross-sector,Airflow 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9385,skill/competence,cross-sector,Tableau 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9386,skill/competence,cross-sector,Power BI 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9387,skill/competence,cross-sector,MySQL 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9388,skill/competence,cross-sector,PostgreSQL 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9389,skill/competence,cross-sector,SQLite 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9390,skill/competence,cross-sector,Oracle 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9391,skill/competence,cross-sector,SQL Server 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9392,skill/competence,cross-sector,MongoDB 9293,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9393,skill/competence,cross-sector,Python 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9394,skill/competence,cross-sector,Java 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9395,skill/competence,cross-sector,JavaScript 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9396,skill/competence,cross-sector,TypeScript 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9397,skill/competence,cross-sector,C 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9398,skill/competence,cross-sector,C++ 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9399,skill/competence,cross-sector,C# 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9400,skill/competence,cross-sector,Ruby 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9401,skill/competence,cross-sector,PHP 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9402,skill/competence,cross-sector,Swift 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9403,skill/competence,cross-sector,Kotlin 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9404,skill/competence,cross-sector,Go 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9405,skill/competence,cross-sector,Rust 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9406,skill/competence,cross-sector,Dart 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9407,skill/competence,cross-sector,Scala 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9408,skill/competence,cross-sector,R 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9409,skill/competence,cross-sector,MATLAB 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9410,skill/competence,cross-sector,Perl 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9411,skill/competence,cross-sector,Lua 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9412,skill/competence,cross-sector,Haskell 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9413,skill/competence,cross-sector,Julia 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9414,skill/competence,cross-sector,Objective-C 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9415,skill/competence,cross-sector,Assembly 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9416,skill/competence,cross-sector,SQL 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9417,skill/competence,cross-sector,NoSQL 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9418,skill/competence,cross-sector,Bash 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9419,skill/competence,cross-sector,Shell 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9420,skill/competence,cross-sector,PowerShell 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9421,skill/competence,cross-sector,React 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9422,skill/competence,cross-sector,Angular 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9423,skill/competence,cross-sector,Vue 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9424,skill/competence,cross-sector,Svelte 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9425,skill/competence,cross-sector,Next.js 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9426,skill/competence,cross-sector,Nuxt.js 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9427,skill/competence,cross-sector,Gatsby 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9428,skill/competence,cross-sector,Ember 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9429,skill/competence,cross-sector,Backbone 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9430,skill/competence,cross-sector,jQuery 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9431,skill/competence,cross-sector,Bootstrap 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9432,skill/competence,cross-sector,Tailwind CSS 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9433,skill/competence,cross-sector,Material-UI 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9434,skill/competence,cross-sector,Chakra UI 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9435,skill/competence,cross-sector,Sass 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9436,skill/competence,cross-sector,LESS 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9437,skill/competence,cross-sector,Node.js 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9438,skill/competence,cross-sector,Express 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9439,skill/competence,cross-sector,NestJS 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9440,skill/competence,cross-sector,Django 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9441,skill/competence,cross-sector,Flask 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9442,skill/competence,cross-sector,FastAPI 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9443,skill/competence,cross-sector,Spring Boot 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9444,skill/competence,cross-sector,Ruby on Rails 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9445,skill/competence,cross-sector,Laravel 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9446,skill/competence,cross-sector,Symfony 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9447,skill/competence,cross-sector,CodeIgniter 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9448,skill/competence,cross-sector,ASP.NET 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9449,skill/competence,cross-sector,Entity Framework 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9450,skill/competence,cross-sector,Flutter 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9451,skill/competence,cross-sector,React Native 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9452,skill/competence,cross-sector,Ionic 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9453,skill/competence,cross-sector,Xamarin 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9454,skill/competence,cross-sector,Cordova 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9455,skill/competence,cross-sector,Electron 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9456,skill/competence,cross-sector,Tauri 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9457,skill/competence,cross-sector,Machine Learning 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9458,skill/competence,cross-sector,Deep Learning 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9459,skill/competence,cross-sector,Artificial Intelligence 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9460,skill/competence,cross-sector,Data Science 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9461,skill/competence,cross-sector,Data Analytics 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9462,skill/competence,cross-sector,Data Engineering 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9463,skill/competence,cross-sector,Computer Vision 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9464,skill/competence,cross-sector,Natural Language Processing 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9465,skill/competence,cross-sector,NLP 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9466,skill/competence,cross-sector,Neural Networks 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9467,skill/competence,cross-sector,TensorFlow 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9468,skill/competence,cross-sector,PyTorch 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9469,skill/competence,cross-sector,Keras 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9470,skill/competence,cross-sector,Scikit-Learn 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9471,skill/competence,cross-sector,Pandas 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9472,skill/competence,cross-sector,NumPy 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9473,skill/competence,cross-sector,Matplotlib 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9474,skill/competence,cross-sector,Seaborn 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9475,skill/competence,cross-sector,Plotly 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9476,skill/competence,cross-sector,SciPy 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9477,skill/competence,cross-sector,NLTK 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9478,skill/competence,cross-sector,Spacy 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9479,skill/competence,cross-sector,HuggingFace 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9480,skill/competence,cross-sector,OpenCV 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9481,skill/competence,cross-sector,Apache Spark 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9482,skill/competence,cross-sector,Hadoop 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9483,skill/competence,cross-sector,Kafka 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9484,skill/competence,cross-sector,Airflow 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9485,skill/competence,cross-sector,Tableau 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9486,skill/competence,cross-sector,Power BI 9393,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_9487,skill/competence,cross-sector,MySQL 9393,,Massive generated dataset
